店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
德庄火锅(日月广场店),111574494,重庆火锅,,0,,3.4,59,88,国兴大道,5313,20.015069,110.346413,美兰区国兴大道16号日月广场天蝎座4楼,4,,,2-3人餐158元，6-8人餐298元;88代100元;,周一至周日 11:00-22:00,0898-65800445,27281,,,False,0,325,27281,True,False
龙泉人家乡味椰子鸡汤(南沙路宝嘉店),1998444,海南菜,龙泉人椰子鸡汤,27399,,5,63,88,南沙路,5312,20.005285,110.327253,龙华区南沙路55号（坡博市场对面）,,,免费提供50个停车位,双人餐138元，3-4人餐188元，5-6人餐398元，8-10人餐638元，12人餐1188元;88代100元;,周一至周日 10:30-21:00  2019-02-03至2019-02-08 休息,0898-66591218,27244,龙泉人椰子鸡汤是龙泉集团培育的又一旗下餐饮品牌，龙泉集团经过一年多的市场考察、研究，于2011年9月**家店面开张营业，至2012年8月短短不到一年的时间里已经连续开了五家分店，每家店面都高朋满座。龙泉人椰子鸡汤是近年新兴的时尚潮流风味餐厅，是商务旅游、生日宴请、家庭聚餐的理想选择。龙泉椰子鸡汤选材讲究绿色、健康、新鲜、美味。鸡选用正宗龙泉文昌鸡，椰子选用海南本土新鲜椰青，配上鲜甜爽口的珍珠马蹄，汤底由龙泉优质大厨经过反复研究，选定科学方法调配而成，口感清甜、自然。,,False,0,55,27244,True,False
华莱士(灵山NO.30店),6320338,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4,16,10.9,灵山镇,5313,19.967986,110.434403,美兰区灵山镇琼文大道49号,,,免费提供5个停车位,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 09:00-01:00,0898-65727817,26736,,,False,1,0,26736,True,False
美乐基(凤翔店),5522250,快餐,,0,,3.9,19,2,凤翔路,5315,19.98871,110.36282,琼山区凤翔东路117号万家惠超市一楼（万家惠超市海口店东20米）,,,免费提供3个停车位,2元脆皮甜筒，19.8元超值美味套餐，19.9元豪华中餐，24元超值单人套餐，50元超值双人套餐，59.9元超值翅桶3选1;,周一至周日 09:00-23:30,0898-65922823,26686,美乐基餐厅位于海口市琼山区凤翔东路万家惠超市首层，交通便利，环境优美！主要经营炸鸡、汉堡、薯条等西式快餐，为了丰富广大顾客的口感味蕾，美乐基餐厅也引进了中国传统的菜式如梅菜扣肉，香菇滑鸡，香汁排骨等，款式多元味道鲜美，精心为您打造每一天的健康饮食。美乐基餐厅店内环境优美，设施齐全，集中西式装潢为一体，彰显中西结合的魅力，店内提供免费WIFI，并专门设有儿童游戏区域，为顾客提供一个舒适的就餐环境。欢迎广大顾客到店内用餐,,False,1,46,26686,True,False
多美丽(文明东店),41046838,快餐,,0,,4.3,17,13.9,白龙路沿线,5313,20.03797,110.36203,美兰区文明东路42号颐龙名居一楼商铺（潮立方旁）,,,停车位收费标准：潮立方商场停车位,13.9元下午茶套餐A，22.9元简餐3选1，31.5元铁板套餐;,周一至周日 08:00-24:00  2019-02-01至2019-02-12 休息,0898-65322911,26681,,,False,1,110,26681,True,False
匠子烤鱼(国秀店),92505440,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,4.1,69,99,高铁东站、龙昆南,5315,20.014646,110.376641,琼山区国兴大道国秀城一楼101商铺（国兴大润发斜对面）,1,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-65391017,26637,,,False,0,138,26637,False,False
龙泉椰庭椰子鸡(日月广场店),118291258,海南菜,,0,,3.4,75,68,国兴大道,5313,20.016375,110.350892,美兰区海口日月广场东①摩羯座5楼,5,,,双人餐169元，4人餐279元，6人餐389元，8人餐529元;68代100元，88代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65353636,26335,,,False,1,339,26335,False,False
重庆秦妈火锅(海甸岛鲜花小镇店),101813765,重庆火锅,重庆秦妈火锅,1055380,,5,58,9.9,海甸岛,5313,20.04915,110.34318,美兰区海甸岛二东路海甸城四楼,4,,,9折（买单立享）;3-4人餐9.9元，双人餐99元起，3人餐188元，3-4人餐218元，5-6人餐308元，8人餐448元;,周一至周日 11:30-14:00 17:30-22:00,0898-65333809,26334,,,False,1,79,26334,False,False
华莱士炸鸡汉堡(中山路店),4536288,快餐,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.7,16,11.9,高铁东站、龙昆南,5315,19.990636,110.361354,琼山区中山路8号（南北水果市场对面）,,,,11.9元时尚简约，26.9元双人套餐，51.9元欢聚四人套餐;,周一至周日 09:00-24:00,0898-65803687,26177,,,False,1,65,26177,True,False
筷子火锅(上邦店),117245341,四川火锅,,0,,4.4,54,88,上邦百汇城,5312,20.021451,110.323982,龙华区上邦百汇城一号楼三号（上邦小吃街楼上）,3,,,双人餐88元，4人餐228元;88代100元;,周一至周日 10:00-14:30 17:00-22:30,0898-68513364/15102846006,26169,,,False,0,182,26169,False,False
赖胖子肉蟹煲(日月广场店),117491888,肉蟹煲,赖胖子肉蟹煲,2885366,,3.4,54,90,国兴大道,5313,20.015813,110.350325,美兰区国兴大道8号日月广场5-301（金牛座三楼）,3,,,双人餐128元，4人餐168元，6人餐228元;90代100元;,周一至周日 11:00-21:30,0898-32889320,26059,,,False,1,425,26059,True,False
豪约客牛排(香樟林店),116503616,牛排,,0,,5,58,65,海垦路,5312,20.008582,110.307384,龙华区海垦路49号香樟林风情街B段2楼（农垦总局对面）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;76代80元，139代150元;,周一至周日 10:00-22:00,0898-68510178,25924,,,False,1,174,25924,False,False
古叶咖啡(金盘店),40012122,西餐,,0,,4.7,28,9.9,金盘,5312,19.99117,110.32169,龙华区金盘路36号金盘广场三楼,,,免费提供30个停车位,9.9元超值饮品，13.9元超值单人下午茶，17.9元超值单人套餐，3人餐78元，4人餐98元，4-5人餐138元，5-6人餐168元;85代100元;,周一至周日 全天  2019-02-01至2019-02-19 休息,0898-66654888,25719,,,False,1,202,25719,True,False
汉堡大师·BURGER MASTER(大园路店),80285511,小吃快餐,,0,,3.9,19,8.9,琼山区,5315,19.988434,110.350868,琼山区大园路22号（玛格利塔旁）,,,商家服务：免费提供6个停车位,8.9元汉堡美味单人套餐，17.8元蜜汁手扒鸡套餐，22.8元美味经济双人套餐，50.9元鸿运全家福套餐;45代50元;,周一至周日 09:00-00:00  2019-02-04至2019-02-07 休息,0898-65925442,25308,,,False,1,180,25308,False,False
cocolol我爱南洋菜(日月广场店),111211330,马来西亚菜,,0,,4,79,92,国兴大道,5313,20.01572,110.35045,美兰区大英山西五街海航日月广场金牛座L4层,4,,,双人餐163元，3-4人餐310元;92代100元;,周一至周日 11:00-22:00  2019-02-04至2019-02-06 休息,0898-32883838,25131,,,False,1,121,25131,True,False
亨立肥牛(国贸店),1180533,火锅,亨立肥牛,26036,,4.3,79,69,龙昆北路,5312,20.02943,110.32584,龙华区国贸路6号瑞特广场四楼（近建行总行）,4,,,双人餐98元，5人餐298元，6-8人餐498元;69代100元，78代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-68582233,25093,亨立肥牛做为全国连锁机构海南一家经营肥牛火锅系列的典范在倡导中西饮食文化，也丰富了椰城任命的饮食需求。自1998年开业以来，以“我为人人”为宗旨将一如既往，不断创新，始终将优雅的环境，优质的服务，美味的佳肴献给有品味的您。环境优雅、设施上乘、服务优质是各种聚会和宴请宾朋的上佳选择。十五年的经营历史，亨立肥牛的经营理念： 100%美味+100%服务=100%享受。,,False,0,6,25093,True,False
暧尚火锅(解放店),4224960,火锅,,0,,4.5,39,85,解放西/泰龙城,5312,20.040692,110.342512,龙华区新华北路百货大楼附楼二楼,2,,,3-4人餐98元;85代100元;,周一至周日 10:00-14:00 17:00-21:00  2019-02-02至2019-02-10 休息,0898-66235830,25005,暧尚自助餐厅位于百货大楼2楼，本店以简约时尚风格为主题，深受广大消费者喜欢，交通便利，环境优美，环境大气而精致，宽敞而明亮的环境让前去用餐的消费者心情舒适，而时尚雅致的装修也会带给每位前来消费的顾客一个愉悦的心情。本店上百种菜品任您挑选，自助小火锅、巴西烤肉、牛扒口感鲜美，精美可口的小糕点，海鲜任您选，不管您是商务洽谈，情侣约会，朋友聚餐，暧尚自助都能给您提供最优美的环境与气氛！,,False,0,57,25005,True,False
豪约客牛排(府城店),42037559,中西餐厅,豪约客中西餐厅,1702967,,4.4,51,65,高铁东站、龙昆南,5315,20.000702,110.355643,琼山区中山北路36号薇阁酒店二楼（琼山旅行社公交车站旁）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;76代80元，139代150元;,周一至周日 11:00-22:00  2019-02-04至2019-02-06 休息,0898-65813458,24954,,,False,1,132,24954,True,False
拾味馆(国贸店),1109266,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4.1,58,75,京华城,5312,20.025683,110.319421,龙华区国贸大道36号嘉陵大厦2楼,2,,有停车位,双人餐129元，3-4人餐168元;75代100元，90代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-68561338,24706,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,87,24706,True,False
陇璟烧肉酒场(宜欣店),91519847,日式烧烤/烤肉,,0,,5,83,25,宜欣广场,5312,20.024794,110.312315,龙华区宜欣广场四楼（拾味馆旁）,4,,,双人餐188元，3-4人餐368元;25代50元，89代100元;,周一至周日 11:30-14:00 17:00-21:30,0898-36606618,24691,,,False,0,254,24691,False,False
豪约客牛排(海大南门店),104946522,牛排,,0,,5,59,65,海甸岛,5313,20.050037,110.335858,美兰区海甸三西路21-16号（市政花园延街铺面二楼）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;76代80元，139代150元;,周一至周日 10:00-22:00,0898-65779178,24640,,,False,1,143,24640,False,False
朝牛集市(宜欣店),93912576,潮汕牛肉火锅,,0,,4.7,87,50,宜欣广场,5312,20.024799,110.312452,龙华区国贸明珠路宜欣城4楼,4,,,9.2折（买单立享）;双人餐99.9元起，3-4人餐299.9元，6-8人餐429.9元;50代100元，79.9代100元;,周一至周日 09:30-14:00 17:00-21:00,0898-36606658,24335,,,False,0,207,24335,False,False
一口牛果木炭火烤肉(友谊阳光城店),161104417,中式烧烤,,0,,4.4,74,88,新友谊阳光城,5312,20.023534,110.324276,龙华区金龙路2号友谊阳光城6A层（10号电梯旁）,6A,,,双人餐158元起，4人餐318元，6人餐438元;88代100元;,周一至周日 11:00-22:00  2019-02-03至2019-02-07 休息,0898-68513149,24278,,,False,0,205,24278,False,False
印度尼泊尔菜,2514611,印度菜,印度尼泊尔菜,1255743,,4,66,80,京华城,5312,20.027141,110.318595,龙华区玉沙路21号（京华城D区1F002-3号铺）,1,,免费提供50个停车位,双人餐88元起，3人餐176元，4人餐248元，6人餐338元;80代100元;,周一至周日 10:00-14:00 17:00-23:00,0898-68554827,24269,印度尼泊尔餐厅凭其经典的室内设计，正宗的口味，周到优质的服务和浪漫神秘的氛围，成为东南亚地区的知名异域主题餐厅，也是广大美食爱好者的乐园。在印度尼泊尔餐厅，您不但会踏上神迷的印度之旅，并可享受印度美食所带来的独特而奇妙味觉感受。餐厅的室内设计以 “丝绸之路”为主题，受中国4世纪及7世纪时法显和唐僧经印度往中亚取经的古老历史旅程所启发，带您奔向这个神迷旅程。,,False,1,79,24269,True,False
西贡越南餐厅(上邦店),42712021,越南菜,,0,,4.2,68,23.8,上邦百汇城,5312,20.021353,110.323893,龙华区金龙路上邦百汇城2号楼2楼（椰语堂对面）,2,,,单人餐23.8元起，双人餐128元，4人餐238元，3-4人餐298元，6人餐338元，6-8人餐588元;25代50元，85代100元;,周一至周日 10:00-22:00,0898-68550206,24202,,,False,1,260,24202,True,False
猫迹料理(宜欣城店),99514904,日本菜,,0,,5,72,25,宜欣广场,5312,20.025122,110.312481,龙华区金贸中路宜欣城四楼,4,,,单人餐25元起，双人餐158元起，3人餐268元;92代100元;,周一至周日 11:00-22:00  2019-02-04 09:00-16:00 2019-02-05 12:00-18:00,0898-36606556,24018,,,False,1,321,24018,True,False
匠子烤鱼(吾悦广场店),116473907,烤鱼,,0,,4.4,68,99,新城吾悦购物广场,5312,19.977314,110.339119,龙华区椰海大道新城吾悦广场4楼4019-1,4,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-66800177,23472,,,False,0,193,23472,False,False
余味重庆老火锅,85251214,重庆火锅,,0,,4.9,72,90,蓝天路沿线,5313,20.022046,110.345045,美兰区蓝天路15号（酒吧一条街2楼）,,,,6人餐318元，8人餐428元，10人餐588元;90代100元;,周一至周日 10:00-00:00,0898-66201558,23315,,,False,0,0,23315,True,False
蛙蛙时代(桫椤湾店),150011643,四川火锅,,0,,5,39,90,国兴大道,5313,20.019989,110.375394,美兰区美苑路桫椤湾2栋2楼,,,,3-4人餐109元，2-3人餐109.9元，2-3人餐128元，3-4人餐128元;90代100元;,周一至周日 09:30-15:00 17:00-23:00  2019-02-03至2019-02-08 休息,0898-65311663,23257,,,False,1,440,23257,True,False
九毛九西北菜(友谊店),41227620,山西菜,九毛九,1342327,,3.9,45,99.99,友谊广场,5312,20.037766,110.337438,龙华区大同路2-1号友谊商业广场六楼,6,,,99.9代110元;,周一至周日 11:00-15:00 17:00-21:30,0898-66265300,23229,1995年10月25日，九毛九从海口市南航东路上那家只有57平方米、6张小桌、6名员工的“山西面王”开始起步。通过热情的服务、实惠的价格、诚信的经营理念、持续的拓展及勤俭、节约、厚道的优良传统，九毛九从无到有，从小到大，从单店经 营到多店连锁，成为了全国面食品种最多，规模**的面食专营企业。 经过十九年的励精图治，在全国拥有70多家分店，员工数量达数千人。 九毛九自1995年创立至今，秉承“品味山西面粹，传承晋商文化”的理念，以山西手工面食为主打，融合各地餐饮文化精髓于一身，已经成为华南地区知名餐饮连锁品牌。其分号遍布广州、北京、深圳、佛山、惠州、海口、中山等地；其中珠三角地区目前有50多家分店。,,False,1,106,23229,True,False
匠子烤鱼(日月广场店),119812901,烤鱼,,0,,4.7,73,99,国兴大道,5313,20.015473,110.351041,美兰区五指山南路日月广场水瓶座4楼,3A,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-32883921,23206,,,False,0,246,23206,False,False
大自然醉鹅,103398905,客家菜,,0,,4,58,138,海秀中路,5312,20.01603,110.30804,龙华区海秀中路112号,,,,2-3人餐138元，3-4人餐168元，5-6人餐218元，6人餐248元，8人餐318元，8-10人餐328元，10人餐388元;,周一至周日 10:30-22:00  2019-02-02至2019-02-09 休息,0898-68960138/15008981889,23020,,,False,0,151,23020,False,False
白莲鹅食府(总店),1477594,海南菜,,0,,3.9,48,68,金宇路,5312,20.014543,110.32778,龙华区金宇东路映山红大酒店二楼（中级法院对面）,,,,2-3人餐98元，4-5人餐258元，6人餐308元;68代100元;,周一至周日 11:30-14:00 17:30-21:00  2019-02-04至2019-02-07 休息,0898-36662038/36394888,23017,白莲鹅食府成立于龙华区金宇东路映山红大酒店二楼，是一家新开业具有本土地方气息的特色美食机构，餐饮崇尚绿色健康的饮食习惯，选用当地时下新鲜、鲜活的绿色食材，更健康更环保。店内环境大气舒适。白莲鹅食府坚持采取“公司+基地+农户”的生产经营模式，提供优质的白莲鹅，让消费者吃得健康， 吃得满意。,,False,1,8,23017,True,False
英姐粥面店(蓝天分店),1180549,粥类,,0,,4.4,15,18.5,蓝天路沿线,5313,20.02197,110.34473,美兰区蓝天路15号酒吧一条街首铺,,,有停车位,9.8折（买单立享）;27.6元圣诞下午茶;18.5代22元;,周一至周日 全天  2019-02-01至2019-02-12 休息,0898-32860430,22785,,,False,1,64,22785,False,False
华莱士(蓝天店NO26),2627869,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4,13,10.9,蓝天路沿线,5313,20.026027,110.358438,美兰区蓝天路69号佳裕大厦一楼（近佳裕大厦）,,,免费提供5个停车位,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 09:00-24:00,0898-65395417,22774,,,False,1,76,22774,True,False
华莱士(南航NO55店),110177108,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.7,13,10.9,蓝天路沿线,5313,20.025463,110.341313,美兰区蓝天路与大英路交叉口川妹火锅对面,,,,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 08:00-22:00,0898-66729417,22307,,,False,1,143,22307,False,False
酷乐美(海大外店),4618992,汉堡,酷乐美,2418719,,4.5,0,0,海甸岛,5313,20.057103,110.330832,美兰区海南大学新商业街,,,,8折（买单立享）;,周一至周日 09:00-23:00,18689637200,22229,,,False,1,0,22229,True,False
西门外广场老妈肠粉,78640134,肥肠粉,,0,,4.9,8,5.9,解放西/泰龙城,5312,20.03943,110.34228,龙华区西门外38号-1（第三小学对面）,,,,5.9元招牌肠粉，6.9元单人餐;,周一至周日 09:00-20:00,18889142594,22001,,,False,1,88,22001,True,False
湘水湾(虹冠大厦店),1181367,湘菜,湘水湾,755738,,3.9,32,42.5,坡博村,5312,20.003667,110.336849,龙华区坡博路105号虹冠大厦1楼（近龙昆南路）,,,免费停车,2-3人餐66元，2-3人餐73元，3-5人餐99.9元，5-6人餐138元，5-6人餐199元，8人餐268元，10人餐328元;42.5代50元;,周一至周日 10:00-14:00 16:30-21:00  2019-02-03至2019-02-09 休息,0898-66786577,21921,湘水湾位于海口市坡博路虹冠大厦，主要经营特色湘菜，店内环境舒适温习，热情服务，让你在享受美食的过程中享受舒适和惬意。,,False,1,65,21921,True,False
火山岩扒房(大同店),4225246,牛排,,0,,4.9,100,26.9,大同路沿线,5312,20.032714,110.339839,龙华区大同路22号1-4楼,,,免费提供50个停车位,单人餐26.9元起，双人餐208元起，双人餐208元起;80代100元;,周一至周日 07:30-23:00  2019-02-04至2019-02-07 休息,0898-66582258,21778,火山岩扒房是龙泉集团西餐新升级版，优雅的就餐环境，贴心的服务，在繁忙都市中忙里偷闲，与心仪之人在浪漫舒适的西餐厅撑台脚，桌面的牛扒在高温的火山石上噼里啪啦的有节奏的打着节拍，诱人的焦香味熏陶着蠢蠢欲动的味蕾，爱慕之情也在此时此刻升华,,False,1,23,21778,True,False
华莱士(海甸二东路店NO35),5993090,快餐,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.7,10,10.9,海甸岛,5313,20.051463,110.352774,美兰区海甸二东路水岸阳光A区2B-11号（国税大厦对面）,,,免费提供5个停车位,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 10:00-24:00,0898-66277497,21497,,,False,1,62,21497,True,False
赖胖子肉蟹煲(友谊阳光城店),161884677,肉蟹煲,赖胖子肉蟹煲,2885366,,3.4,57,90,新友谊阳光城,5312,20.023826,110.324253,龙华区金龙路友谊阳光城8楼,8,,,双人餐128元，4人餐168元，6人餐228元;90代100元;,"周六,周日 10:00-21:30  周一至周五 10:00-21:00",0898-68525025,21424,,,False,1,343,21424,False,False
杨铭宇黄焖鸡米饭,40041405,黄焖鸡,,0,,3.9,16,15.8,兴丹路,5315,20.014232,110.371423,琼山区兴丹路5号铺面（玖居酒店楼下）,,,停车位收费标准：免费,15.8元黄焖鸡米饭，21.8元黄焖鸡米饭;17.9代20元;,周一至周日 10:30-21:30,0898-65239182,21423,,,False,1,41,21423,True,False
新疆伏拉沃餐厅,41368547,新疆菜,,0,,4.2,46,88,白龙路沿线,5313,20.030542,110.362067,美兰区白龙南路59号海瀛大厦2楼,,,免费提供50个停车位,双人餐96元，3-4人餐149元，8-10人餐355元;88代100元;,周一至周日 11:00-14:00 17:00-21:00  2019-02-03至2019-02-08 休息,0898-65309592,21285,,,False,1,135,21285,True,False
王味螺柳州螺蛳粉(吾悦店),157756946,螺蛳粉,,0,,3.9,14,10.9,新城吾悦购物广场,5312,19.97673,110.336747,龙华区龙昆南与椰海大道交汇新城吾悦广场金街s3-102号,1,,,10.9元原味螺蛳粉;,周一至周日 07:30-23:30  2019-02-03至2019-02-19 休息,0898-66894830,21100,,,False,1,286,21100,False,False
重庆秦妈火锅(吾悦广场店),161098617,重庆火锅,秦妈火锅,30949,http://p0.meituan.net/poi/96fea9d94bf6cb9a687376290eb7d5ce26936.png,3.6,62,50,新城吾悦购物广场,5312,19.977353,110.339849,龙华区椰海大道新城吾悦广场四楼,4,,,双人餐128元，4-5人餐199元，4-5人餐228元，6-7人餐338元，8-10人餐398元;50代100元，65代100元，75代100元;,周一至周日 09:30-22:30,0898-66812176,21094,,,False,0,251,21094,False,False
伟氏澳门茶餐厅(龙华路店),1178502,茶餐厅,,0,,4,40,39,龙华区,5312,20.03075,110.33524,龙华区龙华路龙华商城1楼（新天足左侧马路进50米）,,,停车位收费标准：有停车位。,单人餐39元，2-3人餐78元，2-3人餐98元，4人餐118元;,周一至周日 11:00-14:00 17:00-21:00,0898-66787288,21088,伟氏澳门茶餐厅位于龙华区龙华路龙华商城B栋，餐厅装修典雅，延续了海南传统的茶食文化，经过不懈努力，研发出一系列特色佳肴，以海南传统的椰子鸡汤火锅为主，坚持做本土文化，给本地特色餐饮带来一次新的革命，想吃传统的椰子鸡？当然去伟氏！,,False,1,6,21088,True,False
猪哥牛姐(友谊阳光城店),161882502,韩式烤肉,,0,,3.8,47,99,新友谊阳光城,5312,20.023561,110.324229,龙华区金龙路2号友谊阳光城7A,7A,,,双人餐99元起，3人餐199元，4人餐219.9元;,周一至周日 11:00-21:30,0898-65358713,21028,,,False,0,333,21028,False,False
三顾冒菜(海甸岛店),6574906,冒菜,三顾冒菜,110795,http://p1.meituan.net/poi/1d9a370dfd58340bff66330ddab1b2d340293.png,4,40,29,海甸岛,5313,20.062325,110.336806,美兰区海甸五西路创新村福记楼东一铺面（港湾花园旁）,,,,29代33元，45代50元;,周一至周日 11:00-14:30 17:30-21:30  非营业时段 2018-02-14至2018-02-19 全天,0898-66257928,20929,冒菜不是菜，而是一种传统的烹饪工艺。“大锅、沸汤”的烹饪特点让三顾冒菜在营养锁定方面独具优势。具体做法是，将自选生鲜食材置于大锅沸汤中“冒”熟，而后用秘制纯油和老火靓汤调制出麻辣、微辣、三鲜等不同口味，满足大众美食需求，是都市一族热捧的时尚餐饮模式。三顾冒菜源自三顾茅庐的历史典故，传承悠久，精品正宗。三顾冒菜致力于打造中国冒菜品牌。 采用自主选菜、去水称重、透明厨房的经营方式，将《消费者权益保护法》规定的自主选择权、公平交易权、消费知情权等原原本本地奉还给顾客。看得见、选得着、吃得香是三顾冒菜的真实体验。亲，来吧，来一次就能喜欢上！,,False,1,37,20929,True,False
艾米爱自助牛排餐厅(友谊阳光城店),160775411,综合自助,,0,,4.8,69,63,新友谊阳光城,5312,20.023573,110.324217,龙华区金龙路2号友谊阳光城8楼,8,,,单人午餐63元，单人午餐63元，单人午餐68元，单人午餐83元，单人午/晚餐88元，单人午餐98元，单人午/晚餐118元;,周一至周日 11:00-14:30 17:00-21:00,0898-68526919,20834,,,False,1,225,20834,False,False
壹加壹饺子(海甸店),1179275,东北菜,,0,,4,47,85.6,海甸岛,5313,20.052982,110.341531,美兰区人民大道21号梨园大厦1楼第1-2层铺面,,,有停车位,双人餐85.6元，4人餐197.6元;95代100元;,周一至周日 11:30-14:00 17:00-21:00,0898-66191777,20614,,,False,1,62,20614,True,False
龙泉酒店·西餐厅(渔村店),1179759,牛排,,0,,3.9,31,48,龙昆北路,5312,20.019658,110.333507,龙华区龙昆南路18号龙泉渔村二楼咖啡厅,,,免费提供50个停车位,48元单人扒餐，双人餐138元;80代100元;,周一至周日 09:30-21:00  2019-02-04至2019-02-07 休息,0898-66581303,20480,龙泉渔村咖啡厅位于交通极为便利的龙昆南路18号龙泉渔村二楼，与南大桥相邻。自2000开业以来，以优雅舒适的环境、富有龙泉特色的咖啡及美食和热情周到的服务赢得了各界人士的认同及赞誉，成为海口餐饮界的一个亮点。,,False,0,3,20480,True,False
毛氏老鸭汤(国贸店),90264,汤类,毛氏老鸭汤,27581,,3.9,33,58,玉沙路,5312,20.02399,110.32026,龙华区国贸玉沙路11号中盐大厦1楼（富豪大厦正对面）,1,,免费提供20个停车位,双人餐58元，4人餐98元起，2-3人餐118.8元，6人餐176.8元，8人餐268.8元;,周一至周日 10:00-22:00  非营业时段 2018-02-15至2018-02-20 全天,0898-68564465,20249,毛氏老鸭汤，为全国连锁名牌企业，以味道鲜美、价格实惠、服务温馨、环境舒适，而深得广大消费者厚爱。毛氏老鸭汤所用老鸭，全部为精选一年以上老母鸭，口味纯正，滋补营养，四季皆宜，汤中不添加任何鸡精、味精等调味品；巴人治灶串串香火锅，所用各类美味锅底，麻辣鲜香，美味营养，均一次性使用，不添加任何食用添加剂；现两店成功联盟，最新推出各类烤鱼、烤兔、川味凉菜、炒菜系列，数百种各类精美佳肴等待您的品尝。,,False,1,3,20249,True,False
味蜀吾沸腾三国·潮火锅(桫椤湾店),158699028,四川火锅,味蜀吾沸腾三国,2884507,,4.9,81,59,国兴大道、日月广场、省政府,5312,20.019896,110.37588,龙华区美苑路桫椤湾商业街3楼,,,,双人餐59元起，3-4人餐238元;88代100元;,周一至周日 10:00-01:00,0898-65228450/18089845200,20198,,,False,0,70,20198,True,False
避风苑时尚火锅(中山路总店),5716479,火锅,,0,,3.7,28,52,高铁东站、龙昆南,5315,20.002562,110.355272,琼山区中山北路53号（天茂商场斜对面）,,,,双人餐52元，3-4人餐95元，3-4人餐103元，2-3人餐106元;,周一至周日 11:00-21:00,13876058630/15008096021,20191,,,False,1,173,20191,True,False
华莱士炸鸡汉堡(新埠岛店),4310894,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4,16,11.9,新埠岛,5313,20.054807,110.365425,美兰区新埠大道新埠岛大桥第一间铺，新世界花园斜对面（新埠大桥）,,,,11.9元时尚简约，51.9元欢聚四人套餐;,周一至周日 10:00-22:00,0898-66213114,20140,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,108,20140,False,False
